V1,V2,V3,V4,V5,V6
16566.482,17220.174,18179.086,18663.232,19612.14,20417.377
4101.6733,4245.436,4438.259,4521.4893,4676.075,4852.7983
3281.775,3482.8076,3721.6428,3881.8496,4106.691,4337.3203
12090.775,12700.506,13258.08,13657.108,14207.871,14768.161
11376.121,12023.699,12640.025,13123.449,13794.512,14454.025
10257.056,10287.732,10333.689,10360.576,10400.061,10428.3125
9585.626,9628.21,9680.679,9713.113,9775.267,9815.876
10031.207,10001.418,10070.033,10113.489,10066.109,10117.636
8612.659,8595.451,8553.64,8588.541,8473.576,8475.104
4406.0806,4488.626,4576.103,4592.367,4766.897,4812.3726
7097.333,7142.1216,7227.2793,7283.327,7292.7847,7387.6284
9910.365,10317.081,10660.422,10845.481,11118.994,11603.899
3621.5781,3720.191,3810.2578,3877.3198,3971.6016,4045.0051
2002.4955,2033.8273,2020.0012,2018.907,2026.8293,2075.5203
7249.45,7404.249,7488.3174,7602.2188,7725.8125,7761.3496
3222.3599,3341.4043,3419.118,3516.5574,3600.42,3701.1326
4277.5527,4329.551,4408.384,4447.409,4487.842,4555.282
1121.6545,1125.3707,1122.7054,1132.1365,1121.8472,1128.6238
3178.4934,3184.3086,3224.666,3233.456,3250.7175,3265.6072
2313.6611,2334.3845,2361.5127,2382.4658,2390.4424,2420.7722
12331.988,12651.354,13073.618,13265.174,13626.653,14025.178
7010.1084,7040.1255,6993.449,7062.133,6967.754,6986.7993
2556.3787,2634.725,2708.7578,2747.5928,2815.5977,2889.4814
1995.7845,2036.2671,2057.321,2085.2864,2107.596,2150.199
10419.3545,10579.4375,10927.654,10974.133,11120.265,11437.012
4146.27,4192.4326,4270.213,4321.7705,4385.2095,4438.514
9701.946,9807.005,10025.597,10191.997,10358.737,10502.972
13103.183,13644.876,13994.074,14355.264,14781.092,15297.484
6855.953,6964.3486,7228.6104,7298.65,7503.967,7666.9614
1667.0066,1724.7887,1776.6304,1810.4294,1864.9093,1912.4738
2244.9392,2339.0576,2423.997,2484.7246,2573.1597,2646.3494
8052.6875,8076.7676,8157.593,8279.172,8123.8057,8212.27
4626.241,4837.5493,5022.705,5167.895,5341.64,5665.456
3879.3406,3915.6733,3883.1565,3948.7573,3988.331,3966.4658
1963.4412,2010.794,2077.8088,2119.3618,2175.377,2241.5562
1010.7157,1003.3976,1002.5569,997.7839,996.6975,1004.0362
2643.3523,2712.2952,2788.6934,2832.342,2898.5842,2972.302
2225.7314,2343.317,2469.9966,2527.6377,2649.056,2817.7078
6860.3086,6954.328,7071.9536,7208.57,7463.8223,7311.2563
4623.105,4812.311,5047.6597,5178.614,5382.286,5669.8174
8137.5005,8275.302,8387.554,8469.849,8609.864,8732.6045
8398.054,8637.423,8825.915,8914.96,9305.143,9447.108
3619.8647,3717.8733,3807.4646,3874.13,3967.893,4040.937
10640.6455,10919.246,11200.843,11373.873,11739.891,12006.345
4188.3286,4460.016,4776.2676,4948.717,5256.375,5617.211
3119.081,3173.6968,3222.3857,3272.7222,3312.2563,3363.2197
7738.504,7674.938,7888.7817,7914.758,7773.793,8153.1777
3946.7021,4023.8816,4096.309,4112.3354,4231.811,4291.8984
1129.9221,1131.7532,1132.0579,1130.2819,1135.2267,1135.9427
10412.667,10577.035,10931.644,10972.336,11121.992,11426.537
9072.434,9154.056,9453.906,9483.072,9833.465,9969.883
6709.4756,6787.759,6933.16,6972.544,7134.2227,7196.643
8771.704,8839.14,8993.177,9033.701,9101.48,9195.7
8298.989,8357.372,8357.952,8392.606,8420.595,8568.024
1081.4142,1091.8025,1121.0847,1136.6943,1155.1698,1179.3452
4535.1514,4547.2705,4537.8364,4553.926,4557.4253,4560.941
1718.4039,1730.8323,1738.9484,1742.022,1763.8951,1782.455
7417.719,7448.7295,7496.833,7526.895,7549.5464,7512.83
3263.8157,3308.2197,3400.203,3405.2568,3513.7568,3558.1301
2411.0225,2405.3538,2412.2812,2417.876,2405.7253,2416.583
3607.8335,3610.7302,3734.6458,3761.309,3792.295,3884.184
3940.905,3980.0212,4095.747,4155.0444,4207.831,4264.146
4798.14,4811.0967,4812.5405,4825.556,4839.485,4844.9683
1356.6593,1370.471,1384.1741,1395.3182,1383.3572,1391.854
2041.7264,2082.4985,2084.6062,2122.8994,2148.584,2162.1567
1714.9954,1727.2505,1735.2773,1738.3032,1759.8435,1778.184
2147.8057,2135.4612,2126.442,2142.9546,2132.4539,2091.4065
1832.0293,1861.2281,1873.9658,1899.6086,1944.8401,1947.0315
8122.72,8210.516,8327.305,8495.948,8557.027,8553.895
2714.888,2713.7913,2721.8022,2752.1367,2725.772,2753.536
3473.192,3525.0942,3626.1804,3636.6694,3778.3633,3903.4822
4001.6643,4029.0496,4052.2922,4068.9395,4089.3552,4131.2183
8730.51,8900.382,8987.475,9106.586,9246.104,9295.119
5071.904,5125.9487,5199.01,5235.753,5275.0386,5338.6553
1741.2676,1797.3936,1827.2736,1843.6698,1905.758,1967.6309
1564.1628,1571.7184,1570.8058,1575.5813,1586.5588,1577.4492
1427.0051,1428.5966,1428.4058,1423.1085,1428.5116,1430.2461
1104.7686,1114.6042,1129.8649,1132.4127,1155.1664,1156.5125
6235.138,6404.956,6693.5063,6830.8643,7066.5454,7279.907
3526.664,3577.697,3661.6038,3667.6812,3767.3794,3820.0212
9944.207,10311.018,10650.236,10842.324,11129.39,11483.551
6024.324,6032.9526,6035.4683,6044.0444,6054.922,6097.6294
12359.908,12542.91,12913.031,12995.237,13114.121,13499.033
6381.421,6474.411,6607.2773,6622.9917,6797.908,6926.8184
4097.166,4108,4099.782,4102.3125,4096.323,4112.2017
7789.7334,8001.9263,8143.6855,8308.184,8310.08,8664.119
8426.212,8607.953,8942.816,9085.296,9385.677,9637.633
970.9957,973.34827,982.63,996.9113,978.1603,988.1666
7807.3555,7975.0225,8138.8394,8247.305,8417.478,8610.277
5962.1064,6101.212,6193.7705,6266.0977,6431.709,6566.6104
4083.3208,4201.154,4310.665,4387.4365,4506.2354,4598.119
4432.2534,4509.531,4652.5654,4697.764,4830.919,5009.535
1418.8755,1419.4928,1457.2885,1533.0038,1500.8162,1548.0742
2364.1135,2369.0251,2364.4744,2356.7244,2373.8142,2372.3337
2979.7617,2994.2322,3007.8567,3040.1685,3033.9905,3040.257
4794.26,4887.4473,5051.205,5121.7695,5298.605,5356.086
12421.634,12520.291,12703.736,12767.92,12988.634,13071.489
1974.4807,1966.1138,1973.7058,1961.4924,1972.3833,1987.6749
5145.7124,5195.985,5246.257,5269.6504,5284.076,5430.877
2392.2256,2420.5227,2446.7183,2466.2283,2511.0786,2513.375
2196.551,2206.2637,2214.1428,2214.3499,2221.7935,2234.2034
3594.8945,3631.209,3641.6213,3665.49,3693.8757,3720.944
1538.3754,1536.234,1565.3309,1658.6459,1623.223,1673.452
1134.1573,1134.617,1142.3671,1147.8806,1147.0474,1154.2675
1504.7018,1506.5577,1494.103,1498.4111,1512.5813,1501.9766
11936.981,12063.344,12308.851,12356.77,12560.034,12664.435
1803.3662,1830.6506,1851.513,1866.1187,1894.6697,1921.333
2736.2192,2733.5066,2734.6233,2732.3962,2732.2512,2747.0063
1546.608,1560.125,1571.769,1581.5259,1597.235,1607.244
5903.3306,5938.256,6014.1245,6038.154,6093.4565,6146.807
1058.1493,1058.9211,1059.8844,1057.9861,1064.5115,1071.3438
7720.727,7725.832,7754.1553,7762.098,7777.3413,7851.3335
5411.9966,5578.272,5726.8887,5824.1597,5974.496,6102.9824
4456.143,4603.378,4748.4375,4836.8164,4981.066,5099.7847
1529.6605,1558.79,1580.1852,1601.177,1624.1658,1657.7891
1331.6537,1340.7803,1349.0308,1354.9131,1363.4891,1370.6035
2664.73,2710.9854,2745.608,2775.9363,2815.12,2849.2756
2273.4714,2348.3938,2419.114,2469.8108,2544.389,2604.642
19939.836,20787.365,21990.617,22686.906,24041.156,24993.082
11029.185,11747.637,12483.51,13002.693,14009.302,14895.397
18992.9,19958.906,20880.285,21551.46,22536.943,23298.637
2324.4006,2414.5066,2392.9548,2457.1206,2427.248,2457.276
3640.3572,3770.6187,3885.6487,3963.71,4081.169,4223.9126
8633.813,9053.158,9518.528,9789.767,10254.909,10685.24
6095.0713,6589.8037,7018.521,7412.866,7846.5557,8272.242
6634.062,6839.6523,6939.134,7093.8213,7189.4614,7383.4824
2472.465,2553.0366,2654.5298,2712.746,2811.5781,2913.9983
3813.3208,4008.0627,4171.699,4303.8423,4476.6733,4659.672
1894.428,1949.4324,2039.0602,2141.786,2182.1113,2231.484
10534.295,10813.949,11175.26,11349.971,11791.078,12071.154
4636.493,4914.711,5230.2783,5444.959,5748.375,6051.683
3222.0898,3422.0586,3624.2104,3776.4434,3993.2656,4207.7983
2563.1047,2668.0127,2805.02,2884.3132,3024.309,3147.2966
13900.873,14918.998,16061.781,16710.768,18146.664,19249.992
19653.252,20454.193,21325.012,21968.613,22913.11,23751.455
4199.783,4336.0195,4528.3447,4608.4463,4836.8486,4970.039
5216.369,5395.8306,5614.1587,5733.11,5958.954,6192.7295
10216.937,10551.931,11064.098,11343.139,11916.859,12252.094
8124.1436,8534.62,9071.016,9490.776,9919.318,10245.3545
10052.512,10366.309,10649.793,10927.186,11400.83,11399.493
1997.2031,2056.8938,2094.4976,2142.3606,2181.1514,2233.1528
5692.6553,6122.155,6642.8066,6977.0166,7495.709,7921.4326
8729.239,8914.978,9267.895,9396.078,9807.307,9984.309
3567.734,3820.8452,4087.2144,4273.3765,4529.81,4792.319
10000.222,10475.809,11043.888,11309.551,12021.616,12406.043
3717.671,3906.439,4044.0344,4153.0376,4334.3423,4447.775
11795.088,12880.204,13934.477,15069.637,16019.137,17066.105
2221.6626,2377.532,2529.6436,2654.47,2763.041,2900.912
15694.232,16079.16,16526.615,16823.816,17300.041,17715.32
1354.9178,1262.3925,1161.6865,1147.1489,978.3103,895.6821
2252.2656,2404.5396,2588.1558,2709.0127,2892.1987,3055.661
9324.948,9718.936,10101.988,10390.212,10779.795,11104.777
2907.7065,3019.7144,3157.5227,3230.063,3399.002,3496.0105
16524.8,17499.463,18357.246,19010.652,19931.082,20656.496
4718.964,4897.711,5063.9565,5180.576,5360.7715,5500.1694
11653.76,12420.637,13368.222,13970.49,14869.412,15756.359
5363.125,5567.5034,5787.6655,5926.039,6172.399,6397.7773
3016.7478,3157.4067,3325.8467,3433.829,3618.3594,3791.8887
2487.5112,2553.039,2640.606,2691.2383,2776.2783,2839.122
1932.2561,1981.5643,2134.6523,2153.4756,2309.8147,2346.7544
12936.41,14006.86,15147.976,15995.686,17141.156,18136.414
11910.791,12392.808,12882.135,13263.402,13682.004,14170.765
14225.896,15323.453,16836.953,17777.133,19371.057,20600.01
4584.189,4870.9814,5195.685,5417.1294,5729.522,6041.8794
4471.9165,4740.6484,5139.29,5373.874,5739.0693,6008.745
1325.079,1213.8575,1132.5315,1113.0105,982.978,817.6144
4330.249,4467.3813,4648.2495,4732.658,4952.6797,5087.001
11591.668,12393.889,13329.872,13852.457,14818.132,15781.92
6505.467,6663.022,6877.243,6964.1997,7141.705,7229.97
2330.6233,2362.4775,2438.9302,2474.6616,2543.4116,2595.8218
1904.2026,1962.778,2054.131,2093.222,2178.239,2248.521
5720.824,6145.909,6675.019,6996.1943,7539.0205,8021.05
9872.155,10355.174,10957.481,11244.836,12048.857,12431.867
2224.6794,2274.429,2369.8997,2404.0317,2501.5144,2562.0142
8000.0967,8423.528,8776.019,9087.242,9826.087,9712.706
4874.6953,5234.9585,5725.371,5999.4766,6460.7373,6947.926
8187.778,8708.618,9348.375,9751.016,10415.267,11045.797
6155.892,6415.3105,6750.8765,6955.2324,7301.376,7626.8657
